Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
WHISTLER GRAND,"1,926,400","1,442.38","1,336",19-Sep-20,107 WEST COAST VALE #12-08,New Sale,Strata,134,"14,376",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126751,5,12,West Region,Clementi
WHISTLER GRAND,"1,484,800",958,"1,550",19-Sep-20,107 WEST COAST VALE #35-09,New Sale,Strata,89,"16,683",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126751,5,12,West Region,Clementi
PARC ESTA,"1,228,000",635.08,"1,934",19-Sep-20,904 SIMS AVENUE #15-24,New Sale,Strata,59,"20,814",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408968,14,40,Central Region,Geylang
PARC ESTA,"1,304,000",731.95,"1,782",19-Sep-20,916 SIMS AVENUE #02-70,New Sale,Strata,68,"19,176",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408974,14,40,Central Region,Geylang
THE ESSENCE,"810,000",538.2,"1,505",19-Sep-20,1 CHONG KUO ROAD #03-15,New Sale,Strata,50,"16,200",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,N.A,779830,26,77,North Region,Yishun
PIERMONT GRAND,"1,411,020","1,356.26","1,040",19-Sep-20,22 SUMANG WALK #07-01,New Sale,Strata,126,"11,199",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828677,19,82,North East Region,Punggol
PIERMONT GRAND,"929,070",839.59,"1,107",19-Sep-20,44 SUMANG WALK #02-47,New Sale,Strata,78,"11,911",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,Private,828627,19,82,North East Region,Punggol
PIERMONT GRAND,"954,180",839.59,"1,136",19-Sep-20,44 SUMANG WALK #12-50,New Sale,Strata,78,"12,233",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828627,19,82,North East Region,Punggol
THE FLORENCE RESIDENCES,"980,000",635.08,"1,543",19-Sep-20,81 HOUGANG AVENUE 2 #02-05,New Sale,Strata,59,"16,610",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538859,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,203,000",721.19,"1,668",19-Sep-20,81 HOUGANG AVENUE 2 #14-08,New Sale,Strata,67,"17,955",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538859,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,480,000",979.52,"1,511",19-Sep-20,87 HOUGANG AVENUE 2 #07-33,New Sale,Strata,91,"16,264",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,524,000","1,011.82","1,506",19-Sep-20,93 HOUGANG AVENUE 2 #05-56,New Sale,Strata,94,"16,213",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538865,19,53,North East Region,Hougang
VIEW AT KISMIS,"1,239,000",699.66,"1,771",19-Sep-20,19 LORONG KISMIS #04-18,New Sale,Strata,65,"19,062",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,N.A,598012,21,59,Central Region,Bukit Timah
TREASURE AT TAMPINES,"940,000",678.13,"1,386",19-Sep-20,1 TAMPINES LANE #06-02,New Sale,Strata,63,"14,921",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528482,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,415,000","1,033.34","1,369",19-Sep-20,39 TAMPINES LANE #12-131,New Sale,Strata,96,"14,740",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528466,18,52,East Region,Tampines
SENGKANG GRAND RESIDENCES,"1,708,800","1,011.82","1,689",19-Sep-20,76 COMPASSVALE BOW #06-18,New Sale,Strata,94,"18,179",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,Private,544568,19,54,North East Region,Sengkang
SENGKANG GRAND RESIDENCES,"856,000",473.62,"1,807",19-Sep-20,82 COMPASSVALE BOW #13-48,New Sale,Strata,44,"19,455",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544571,19,54,North East Region,Sengkang
VERDALE,"1,699,700","1,001.05","1,698",19-Sep-20,10 DE SOUZA AVENUE #03-24,New Sale,Strata,93,"18,276",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599449,21,59,Central Region,Bukit Timah
VERDALE,"1,715,200","1,001.05","1,713",19-Sep-20,10 DE SOUZA AVENUE #01-25,New Sale,Strata,93,"18,443",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599449,21,59,Central Region,Bukit Timah
VERDALE,"1,684,100","1,001.05","1,682",19-Sep-20,10 DE SOUZA AVENUE #03-25,New Sale,Strata,93,"18,109",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599449,21,59,Central Region,Bukit Timah
VERDALE,"1,007,700",613.55,"1,642",19-Sep-20,10 DE SOUZA AVENUE #03-27,New Sale,Strata,57,"17,679",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599449,21,59,Central Region,Bukit Timah
VERDALE,"1,042,600",613.55,"1,699",19-Sep-20,12 DE SOUZA AVENUE #03-29,New Sale,Strata,57,"18,291",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,033,000",613.55,"1,684",19-Sep-20,12 DE SOUZA AVENUE #02-29,New Sale,Strata,57,"18,123",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599462,21,59,Central Region,Bukit Timah
VERDALE,"815,000",462.85,"1,761",19-Sep-20,12 DE SOUZA AVENUE #03-30,New Sale,Strata,43,"18,953",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599462,21,59,Central Region,Bukit Timah
VERDALE,"822,200",462.85,"1,776",19-Sep-20,12 DE SOUZA AVENUE #04-30,New Sale,Strata,43,"19,121",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599462,21,59,Central Region,Bukit Timah
VERDALE,"807,800",462.85,"1,745",19-Sep-20,12 DE SOUZA AVENUE #02-30,New Sale,Strata,43,"18,786",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,187,600",731.95,"1,623",19-Sep-20,12 DE SOUZA AVENUE #03-33,New Sale,Strata,68,"17,465",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,176,200",731.95,"1,607",19-Sep-20,12 DE SOUZA AVENUE #02-33,New Sale,Strata,68,"17,297",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,071,300",613.55,"1,746",19-Sep-20,12 DE SOUZA AVENUE #02-34,New Sale,Strata,57,"18,795",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,369,500",753.48,"1,818",19-Sep-20,12 DE SOUZA AVENUE #03-35,New Sale,Strata,70,"19,564",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"2,536,900","1,410.08","1,799",19-Sep-20,12 DE SOUZA AVENUE #03-36,New Sale,Strata,131,"19,366",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"2,580,800","1,410.08","1,830",19-Sep-20,12 DE SOUZA AVENUE #01-36,New Sale,Strata,131,"19,701",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,225,800",731.95,"1,675",19-Sep-20,12 DE SOUZA AVENUE #03-37,New Sale,Strata,68,"18,026",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,237,200",731.95,"1,690",19-Sep-20,12 DE SOUZA AVENUE #01-38,New Sale,Strata,68,"18,194",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,225,800",731.95,"1,675",19-Sep-20,12 DE SOUZA AVENUE #03-38,New Sale,Strata,68,"18,026",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599462,21,59,Central Region,Bukit Timah
VERDALE,"1,322,700",731.95,"1,807",19-Sep-20,14 DE SOUZA AVENUE #01-39,New Sale,Strata,68,"19,451",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599463,21,59,Central Region,Bukit Timah
VERDALE,"1,749,900","1,011.82","1,729",19-Sep-20,14 DE SOUZA AVENUE #03-40,New Sale,Strata,94,"18,616",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599463,21,59,Central Region,Bukit Timah
VERDALE,"1,765,600","1,011.82","1,745",19-Sep-20,14 DE SOUZA AVENUE #04-40,New Sale,Strata,94,"18,783",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599463,21,59,Central Region,Bukit Timah
VERDALE,"1,600,600",947.23,"1,690",19-Sep-20,14 DE SOUZA AVENUE #05-41,New Sale,Strata,88,"18,189",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599463,21,59,Central Region,Bukit Timah
VERDALE,"1,275,600",753.48,"1,693",19-Sep-20,14 DE SOUZA AVENUE #03-42,New Sale,Strata,70,"18,223",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599463,21,59,Central Region,Bukit Timah
VERDALE,"1,047,300",613.55,"1,707",19-Sep-20,14 DE SOUZA AVENUE #02-43,New Sale,Strata,57,"18,374",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599463,21,59,Central Region,Bukit Timah
VERDALE,"1,252,200",753.48,"1,662",19-Sep-20,16 DE SOUZA AVENUE #02-51,New Sale,Strata,70,"17,889",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599464,21,59,Central Region,Bukit Timah
VERDALE,"1,718,300","1,011.82","1,698",19-Sep-20,16 DE SOUZA AVENUE #03-53,New Sale,Strata,94,"18,280",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599464,21,59,Central Region,Bukit Timah
VERDALE,"878,700",473.62,"1,855",19-Sep-20,6 DE SOUZA AVENUE #01-11,New Sale,Strata,44,"19,970",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599460,21,59,Central Region,Bukit Timah
VERDALE,"1,737,900","1,033.34","1,682",19-Sep-20,6 DE SOUZA AVENUE #02-12,New Sale,Strata,96,"18,103",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599460,21,59,Central Region,Bukit Timah
VERDALE,"1,810,300","1,033.34","1,752",19-Sep-20,6 DE SOUZA AVENUE #05-12,New Sale,Strata,96,"18,857",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599460,21,59,Central Region,Bukit Timah
VERDALE,"1,277,100",731.95,"1,745",19-Sep-20,6 DE SOUZA AVENUE #02-16,New Sale,Strata,68,"18,781",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599460,21,59,Central Region,Bukit Timah
VERDALE,"1,684,100","1,001.05","1,682",19-Sep-20,8 DE SOUZA AVENUE #02-21,New Sale,Strata,93,"18,109",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599461,21,59,Central Region,Bukit Timah
VERDALE,"1,699,700","1,001.05","1,698",19-Sep-20,8 DE SOUZA AVENUE #03-21,New Sale,Strata,93,"18,276",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599461,21,59,Central Region,Bukit Timah
PARC CANBERRA,"1,040,000",947.23,"1,098",19-Sep-20,1 CANBERRA WALK #11-02,New Sale,Strata,88,"11,818",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
FORETT AT BUKIT TIMAH,"2,101,000","1,076.40","1,952",19-Sep-20,32 TOH TUCK ROAD #01-03,New Sale,Strata,100,"21,010",-,Apartment,1,Freehold,Uncompleted,N.A,596710,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,495,000",764.24,"1,956",19-Sep-20,32B TOH TUCK ROAD #03-17,New Sale,Strata,71,"21,056",-,Apartment,1,Freehold,Uncompleted,N.A,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,889,000",979.52,"1,928",19-Sep-20,34 TOH TUCK ROAD #06-28,New Sale,Strata,91,"20,758",-,Apartment,1,Freehold,Uncompleted,Private,596712,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"2,430,000","1,302.44","1,866",19-Sep-20,36 TOH TUCK ROAD #04-60,New Sale,Strata,121,"20,083",-,Apartment,1,Freehold,Uncompleted,N.A,596714,21,59,Central Region,Bukit Timah
N.A.,"14,350,000","12,322.63","1,165",19-Sep-20,10 DYSON ROAD,Resale,Land,"1,144.80","12,535",-,Detached House,1,Freehold,-,Private,309369,11,30,Central Region,Novena
BOULEVARD 88,"6,488,100","1,776.06","3,653",20-Sep-20,86 ORCHARD BOULEVARD #20-02,New Sale,Strata,165,"39,322",-,Apartment,1,Freehold,Uncompleted,Private,248655,10,24,Central Region,Orchard
KANDIS RESIDENCE,"946,000",807.3,"1,172",20-Sep-20,8 KANDIS LINK #03-12,New Sale,Strata,75,"12,613",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,HDB,756970,27,75,North Region,Sembawang
THE TAPESTRY,"903,640",602.78,"1,499",20-Sep-20,61 TAMPINES STREET 86 #13-42,New Sale,Strata,56,"16,136",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528510,18,52,East Region,Tampines
JADESCAPE,"955,000",527.44,"1,811",20-Sep-20,12 SHUNFU ROAD #10-44,New Sale,Strata,49,"19,490",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575747,20,57,Central Region,Bishan
JADESCAPE,"920,800",527.44,"1,746",20-Sep-20,16 SHUNFU ROAD #10-57,New Sale,Strata,49,"18,792",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575749,20,57,Central Region,Bishan
JADESCAPE,"1,364,000",764.24,"1,785",20-Sep-20,2 SHUNFU ROAD #14-01,New Sale,Strata,71,"19,211",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
JADESCAPE,"1,375,100",764.24,"1,799",20-Sep-20,6 SHUNFU ROAD #23-23,New Sale,Strata,71,"19,368",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575744,20,57,Central Region,Bishan
MONT BOTANIK RESIDENCE,"1,154,000",688.9,"1,675",20-Sep-20,2L JALAN REMAJA #04-09,New Sale,Strata,64,"18,031",-,Condominium,1,Freehold,Uncompleted,HDB,668729,23,66,West Region,Bukit Batok
THE TRE VER,"1,742,000","1,097.93","1,587",20-Sep-20,64 POTONG PASIR AVENUE 1 #08-22,New Sale,Strata,102,"17,078",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358393,13,35,Central Region,Toa Payoh
THE TRE VER,"1,726,000","1,097.93","1,572",20-Sep-20,64 POTONG PASIR AVENUE 1 #06-22,New Sale,Strata,102,"16,922",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358393,13,35,Central Region,Toa Payoh
STIRLING RESIDENCES,"2,552,000","1,345.50","1,897",20-Sep-20,23 STIRLING ROAD #27-22,New Sale,Strata,125,"20,416",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,3,14,Central Region,Queenstown
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",20-Sep-20,15 BIDADARI PARK DRIVE #07-08,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367805,13,36,Central Region,Toa Payoh
THE GARDEN RESIDENCES,"1,196,200",785.77,"1,522",20-Sep-20,1 SERANGOON NORTH VIEW #05-02,New Sale,Strata,73,"16,386",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554343,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"842,300",516.67,"1,630",20-Sep-20,1 SERANGOON NORTH VIEW #05-08,New Sale,Strata,48,"17,548",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,280,200",796.54,"1,607",20-Sep-20,3 SERANGOON NORTH VIEW #13-23,New Sale,Strata,74,"17,300",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554344,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,750,400","1,119.46","1,564",20-Sep-20,7 SERANGOON NORTH VIEW #06-31,New Sale,Strata,104,"16,831",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554346,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,035,600",613.55,"1,688",20-Sep-20,7 SERANGOON NORTH VIEW #09-32,New Sale,Strata,57,"18,168",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,045,500",688.9,"1,518",20-Sep-20,9 SERANGOON NORTH VIEW #04-44,New Sale,Strata,64,"16,336",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554347,19,55,North East Region,Serangoon
KENT RIDGE HILL RESIDENCES,"1,384,000",775.01,"1,786",20-Sep-20,68A SOUTH BUONA VISTA ROAD #02-99,New Sale,Strata,72,"19,222",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,117329,5,11,Central Region,Queenstown
FOURTH AVENUE RESIDENCES,"1,158,000",484.38,"2,391",20-Sep-20,12 FOURTH AVENUE #08-36,New Sale,Strata,45,"25,733",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268676,10,26,Central Region,Bukit Timah
FOURTH AVENUE RESIDENCES,"1,158,000",484.38,"2,391",20-Sep-20,12 FOURTH AVENUE #09-36,New Sale,Strata,45,"25,733",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268676,10,26,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,317,750",753.48,"1,749",20-Sep-20,11C TOH TUCK ROAD #01-15,New Sale,Strata,70,"18,825",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596159,21,59,Central Region,Bukit Timah
WHISTLER GRAND,"938,400",613.55,"1,529",20-Sep-20,109 WEST COAST VALE #22-14,New Sale,Strata,57,"16,463",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126752,5,12,West Region,Clementi
PARC ESTA,"1,885,000","1,119.46","1,684",20-Sep-20,910 SIMS AVENUE #02-50,New Sale,Strata,104,"18,125",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408971,14,40,Central Region,Geylang
PIERMONT GRAND,"1,489,300","1,356.26","1,098",20-Sep-20,24 SUMANG WALK #14-08,New Sale,Strata,126,"11,820",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828678,19,82,North East Region,Punggol
PIERMONT GRAND,"1,035,400",871.88,"1,188",20-Sep-20,32 SUMANG WALK #17-24,New Sale,Strata,81,"12,783",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828621,19,82,North East Region,Punggol
PIERMONT GRAND,"948,510",839.59,"1,130",20-Sep-20,34 SUMANG WALK #10-25,New Sale,Strata,78,"12,160",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828622,19,82,North East Region,Punggol
PIERMONT GRAND,"948,510",839.59,"1,130",20-Sep-20,38 SUMANG WALK #04-36,New Sale,Strata,78,"12,160",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828624,19,82,North East Region,Punggol
PIERMONT GRAND,"989,010",839.59,"1,178",20-Sep-20,40 SUMANG WALK #11-40,New Sale,Strata,78,"12,680",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828625,19,82,North East Region,Punggol
PIERMONT GRAND,"950,940",839.59,"1,133",20-Sep-20,44 SUMANG WALK #11-50,New Sale,Strata,78,"12,192",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,Private,828627,19,82,North East Region,Punggol
PIERMONT GRAND,"989,500",839.59,"1,179",20-Sep-20,44 SUMANG WALK #14-50,New Sale,Strata,78,"12,686",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828627,19,82,North East Region,Punggol
PIERMONT GRAND,"1,043,800",871.88,"1,197",20-Sep-20,46 SUMANG WALK #13-52,New Sale,Strata,81,"12,886",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828628,19,82,North East Region,Punggol
PIERMONT GRAND,"980,100",839.59,"1,167",20-Sep-20,46 SUMANG WALK #08-53,New Sale,Strata,78,"12,565",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828628,19,82,North East Region,Punggol
TREASURE AT TAMPINES,"897,000",592.02,"1,515",20-Sep-20,13 TAMPINES LANE #09-51,New Sale,Strata,55,"16,309",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528479,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,250,000",914.94,"1,366",20-Sep-20,15 TAMPINES LANE #06-60,New Sale,Strata,85,"14,706",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528478,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,854,000","1,334.74","1,389",20-Sep-20,23 TAMPINES LANE #07-81,New Sale,Strata,124,"14,952",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528474,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,701,000","1,237.86","1,374",20-Sep-20,27 TAMPINES LANE #10-92,New Sale,Strata,115,"14,791",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528472,18,52,East Region,Tampines
TREASURE AT TAMPINES,"2,134,000","1,722.24","1,239",20-Sep-20,33 TAMPINES LANE #11-106,New Sale,Strata,160,"13,338",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528469,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,612,000","1,237.86","1,302",20-Sep-20,45 TAMPINES LANE #06-154,New Sale,Strata,115,"14,017",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528463,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,224,000",914.94,"1,338",20-Sep-20,47 TAMPINES LANE #02-163,New Sale,Strata,85,"14,400",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528462,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,230,000",914.94,"1,344",20-Sep-20,49 TAMPINES LANE #03-166,New Sale,Strata,85,"14,471",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528461,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,348,000","1,033.34","1,305",20-Sep-20,5 TAMPINES LANE #03-22,New Sale,Strata,96,"14,042",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528485,18,52,East Region,Tampines
TREASURE AT TAMPINES,"966,000",678.13,"1,425",20-Sep-20,51 TAMPINES LANE #04-173,New Sale,Strata,63,"15,333",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528460,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,287,000",947.23,"1,359",20-Sep-20,57 TAMPINES LANE #05-199,New Sale,Strata,88,"14,625",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528457,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,224,000",914.94,"1,338",20-Sep-20,9 TAMPINES LANE #02-34,New Sale,Strata,85,"14,400",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528481,18,52,East Region,Tampines
THE ANTARES,"1,304,980",731.95,"1,783",20-Sep-20,23 MATTAR ROAD #06-20,New Sale,Strata,68,"19,191",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,387730,14,38,Central Region,Geylang
SENGKANG GRAND RESIDENCES,"1,093,600",678.13,"1,613",20-Sep-20,78 COMPASSVALE BOW #04-29,New Sale,Strata,63,"17,359",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544569,19,54,North East Region,Sengkang
SENGKANG GRAND RESIDENCES,"2,308,800","1,323.97","1,744",20-Sep-20,86 COMPASSVALE BOW #12-60,New Sale,Strata,123,"18,771",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544573,19,54,North East Region,Sengkang
NEU AT NOVENA,"1,704,000",645.84,"2,638",20-Sep-20,27 MOULMEIN RISE #09-06,New Sale,Strata,60,"28,400",-,Apartment,1,Freehold,Uncompleted,Private,308140,11,30,Central Region,Novena
URBAN TREASURES,"798,000",452.09,"1,765",20-Sep-20,205 JALAN EUNOS #02-04,New Sale,Strata,42,"19,000",-,Condominium,1,Freehold,Uncompleted,Private,419535,14,41,East Region,Bedok
PARC CLEMATIS,"2,658,000","1,668.42","1,593",20-Sep-20,8 JALAN LEMPENG #21-13,New Sale,Strata,155,"17,148",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,5,12,West Region,Clementi
PARC CLEMATIS,"2,005,000","1,237.86","1,620",20-Sep-20,8D JALAN LEMPENG #06-48,New Sale,Strata,115,"17,435",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128826,5,12,West Region,Clementi
AVENUE SOUTH RESIDENCE,"2,237,000","1,108.69","2,018",20-Sep-20,11 SILAT AVENUE #28-27,New Sale,Strata,103,"21,718",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168877,3,16,Central Region,Bukit Merah
PARC CANBERRA,"1,046,000",947.23,"1,104",20-Sep-20,7 CANBERRA WALK #01-13,New Sale,Strata,88,"11,886",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757066,27,75,North Region,Sembawang
PULLMAN RESIDENCES NEWTON,"3,712,000","1,377.79","2,694",20-Sep-20,18 DUNEARN ROAD #09-09,New Sale,Strata,128,"29,000",-,Apartment,1,Freehold,Uncompleted,Private,309421,11,30,Central Region,Novena
PULLMAN RESIDENCES NEWTON,"3,688,000","1,377.79","2,677",20-Sep-20,18 DUNEARN ROAD #08-09,New Sale,Strata,128,"28,813",-,Apartment,1,Freehold,Uncompleted,N.A,309421,11,30,Central Region,Novena
FORETT AT BUKIT TIMAH,"2,421,000","1,302.44","1,859",20-Sep-20,36 TOH TUCK ROAD #03-60,New Sale,Strata,121,"20,008",-,Apartment,1,Freehold,Uncompleted,N.A,596714,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,987,000","1,033.34","1,923",20-Sep-20,38A TOH TUCK ROAD #03-81,New Sale,Strata,96,"20,698",-,Apartment,1,Freehold,Uncompleted,Private,596116,21,59,Central Region,Bukit Timah
LEEDON GREEN,"1,565,400",538.2,"2,909",20-Sep-20,32 LEEDON HEIGHTS #07-32,New Sale,Strata,50,"31,308",-,Condominium,1,Freehold,Uncompleted,Private,266075,10,26,Central Region,Bukit Timah
DAINTREE RESIDENCE,"888,300",538.2,"1,651",20-Sep-20,11M TOH TUCK ROAD #03-64,New Sale,Strata,50,"17,766",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596134,21,59,Central Region,Bukit Timah
