Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
MIDWOOD,"798,600",484.38,"1,649",18-Oct-20,8 HILLVIEW RISE #11-06,New Sale,Strata,45,"17,747",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,HDB,667971,23,66,West Region,Bukit Batok
MIDWOOD,"1,246,600",785.77,"1,586",18-Oct-20,8 HILLVIEW RISE #12-07,New Sale,Strata,73,"17,077",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667971,23,66,West Region,Bukit Batok
OLA,"1,225,000","1,001.05","1,224",18-Oct-20,84 ANCHORVALE CRESCENT #08-30,New Sale,Strata,93,"13,172",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,Private,544560,19,54,North East Region,Sengkang
N.A.,"5,400,000","3,237.81","1,668",18-Oct-20,7 RAMBAI ROAD,Resale,Land,300.8,"17,952",-,Terrace House,1,Freehold,1952,Private,424327,15,42,Central Region,Marine Parade
77 @ EAST COAST,"1,040,000",613.55,"1,695",18-Oct-20,77 UPPER EAST COAST ROAD #02-06,New Sale,Strata,57,"18,246",-,Apartment,1,Freehold,Uncompleted,N.A,455218,15,45,East Region,Bedok
77 @ EAST COAST,"1,046,000",602.78,"1,735",18-Oct-20,77 UPPER EAST COAST ROAD #02-07,New Sale,Strata,56,"18,679",-,Apartment,1,Freehold,Uncompleted,HDB,455218,15,45,East Region,Bedok
AFFINITY AT SERANGOON,"1,660,000","1,173.28","1,415",18-Oct-20,18 SERANGOON NORTH AVENUE 1 #01-01,New Sale,Strata,109,"15,229",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554336,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,146,000",731.95,"1,566",18-Oct-20,18 SERANGOON NORTH AVENUE 1 #04-04,New Sale,Strata,68,"16,853",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554336,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,187,760",753.48,"1,576",18-Oct-20,18 SERANGOON NORTH AVENUE 1 #03-08,New Sale,Strata,70,"16,968",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554336,19,55,North East Region,Serangoon
NOMA,"1,375,632",850.36,"1,618",18-Oct-20,333 GUILLEMARD ROAD #02-04,New Sale,Strata,79,"17,413",-,Apartment,1,Freehold,Uncompleted,N.A,399758,14,39,Central Region,Geylang
ESPARINA RESIDENCES,"1,350,000","1,162.51","1,161",19-Oct-20,117 COMPASSVALE BOW #16-15,Resale,Strata,108,"12,500",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,HDB,544816,19,54,North East Region,Sengkang
PARC VISTA,"866,800","1,054.87",822,19-Oct-20,452 CORPORATION ROAD #06-08,Resale,Strata,98,"8,845",-,Condominium,1,99 yrs from 01/03/1995,1998,Private,649811,22,64,West Region,Jurong West
WATERBANK AT DAKOTA,"1,820,000","1,130.22","1,610",19-Oct-20,76 DAKOTA CRESCENT #10-12,Resale,Strata,105,"17,333",-,Condominium,1,99 yrs from 07/12/2009,2013,HDB,399944,14,39,Central Region,Geylang
HIGH PARK RESIDENCES,"818,000",667.37,"1,226",19-Oct-20,27 FERNVALE ROAD #03-32,Resale,Strata,62,"13,194",-,Apartment,1,99 yrs from 05/11/2014,2019,Private,797415,28,79,North East Region,Sengkang
TRE RESIDENCES,"710,000",419.8,"1,691",19-Oct-20,7 GEYLANG EAST AVENUE 1 #12-04,Resale,Strata,39,"18,205",-,Condominium,1,99 yrs from 23/04/2014,2018,Private,389782,14,38,Central Region,Geylang
SOUTHAVEN II,"960,000",818.06,"1,174",19-Oct-20,37 HINDHEDE WALK #04-05,Resale,Strata,76,"12,632",-,Condominium,1,999 yrs from 21/06/1877,1999,Private,587970,21,58,West Region,Bukit Panjang
EUHABITAT,"1,300,000","1,173.28","1,108",19-Oct-20,200 JALAN EUNOS #04-35,Resale,Strata,109,"11,927",-,Condominium,1,99 yrs from 06/12/2010,2015,Private,419544,14,41,East Region,Bedok
EUHABITAT,"650,000",548.96,"1,184",19-Oct-20,212 JALAN EUNOS #04-80,Resale,Strata,51,"12,745",-,Condominium,1,99 yrs from 06/12/2010,2015,HDB,419550,14,41,East Region,Bedok
N.A.,"2,140,000","1,646.89","1,299",19-Oct-20,51 JALAN GIRANG,Resale,Land,153,"13,987",-,Terrace House,1,Freehold,-,HDB,359220,13,35,North East Region,Serangoon
SELETAR HILLS ESTATE,"4,200,000","5,202.24",807,19-Oct-20,5 JALAN JARAK,Resale,Land,483.3,"8,690",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,809171,28,80,North East Region,Serangoon
SELETAR HILLS ESTATE,"2,808,000","3,142.01",894,19-Oct-20,20 JALAN LEKUB,Resale,Land,291.9,"9,620",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,HDB,808741,28,80,North East Region,Serangoon
N.A.,"7,200,000","4,845.95","1,486",19-Oct-20,8 JALAN NOVENA SELATAN,Resale,Land,450.2,"15,993",-,Detached House,1,Freehold,-,Private,308563,11,30,Central Region,Novena
MELROSE PARK,"3,100,000","1,506.96","2,057",19-Oct-20,93 KELLOCK ROAD #04-02,Resale,Strata,140,"22,143",-,Condominium,1,999 yrs from 21/06/1877,2000,HDB,248904,10,24,Central Region,Tanglin
CYAN,"2,250,000","1,291.68","1,742",19-Oct-20,6 KENG CHIN ROAD #11-04,Resale,Strata,120,"18,750",-,Condominium,1,Freehold,2014,Private,258709,10,25,Central Region,Tanglin
REFLECTIONS AT KEPPEL BAY,"2,250,000","1,539.25","1,462",19-Oct-20,23 KEPPEL BAY VIEW #18-72,Resale,Strata,143,"15,734",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,98414,4,9,Central Region,Bukit Merah
SIMS GREEN,"1,080,000","1,237.86",872,19-Oct-20,9 LORONG 27A GEYLANG #05-12,Resale,Strata,115,"9,391",-,Apartment,1,99 yrs from 06/02/2001,2003,Private,388134,14,38,Central Region,Geylang
THE LUCENT,"2,438,000","2,432.66","1,002",19-Oct-20,99 LORONG N TELOK KURAU #05-03,Resale,Strata,226,"10,788",-,Apartment,1,Freehold,2011,Private,425251,15,42,East Region,Bedok
THE SAIL @ MARINA BAY,"1,620,000",861.12,"1,881",19-Oct-20,6 MARINA BOULEVARD #15-21,Resale,Strata,80,"20,250",-,Apartment,1,99 yrs from 12/08/2002,2008,HDB,18985,1,1,Central Region,Downtown Core
CASA MEYA,"1,090,000",807.3,"1,350",19-Oct-20,25 MEYAPPA CHETTIAR ROAD #09-01,Resale,Strata,75,"14,533",-,Apartment,1,Freehold,2009,Private,358464,13,35,Central Region,Toa Payoh
BARTLEY RIDGE,"1,850,000","1,625.36","1,138",19-Oct-20,40 MOUNT VERNON ROAD #17-32,Resale,Strata,151,"12,252",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368060,13,36,Central Region,Toa Payoh
CRYSTAL HEIGHTS,"1,858,000","1,872.94",992,19-Oct-20,75 PASIR PANJANG HILL #05-02,Resale,Strata,174,"10,678",-,Apartment,1,Freehold,2010,Private,118885,5,11,Central Region,Queenstown
D'NEST,"1,268,000","1,130.22","1,122",19-Oct-20,135 PASIR RIS GROVE #06-28,Resale,Strata,105,"12,076",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518132,18,51,East Region,Pasir Ris
GAO MING HUA YUAN,"3,200,000","3,083.89","1,038",19-Oct-20,17 SHAMAH TERRACE,Resale,Land,286.5,"11,169",-,Terrace House,1,Freehold,1990,Private,597569,21,59,Central Region,Bukit Timah
MANDARIN GARDENS,"710,000",731.95,970,19-Oct-20,5 SIGLAP ROAD #04-49,Resale,Strata,68,"10,441",-,Condominium,1,99 yrs from 08/03/1982,1986,Private,448908,15,44,East Region,Bedok
VINA LODGE,"1,545,000","1,700.71",908,19-Oct-20,22 SIRAT ROAD #04-02,Resale,Strata,158,"9,778",-,Apartment,1,Freehold,2002,Private,545779,19,54,North East Region,Hougang
SPOTTISWOODE PARK,"945,000","1,313.21",720,19-Oct-20,105 SPOTTISWOODE PARK ROAD #11-126,Resale,Strata,122,"7,746",-,Apartment,1,85 yrs from 01/08/1990,-,Private,80105,2,8,Central Region,Bukit Merah
KERRISDALE,"1,480,000","1,259.39","1,175",19-Oct-20,32 STURDEE ROAD #26-11,Resale,Strata,117,"12,650",-,Condominium,1,99 yrs from 02/04/1998,2005,Private,207853,8,20,Central Region,Kallang
THE TAMPINES TRILLIANT,"1,010,000","1,140.98",885,19-Oct-20,17 TAMPINES CENTRAL 7 #01-15,Resale,Strata,106,"9,528",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528772,18,52,East Region,Tampines
CASA MERAH,"1,720,000","1,571.54","1,094",19-Oct-20,60 TANAH MERAH KECHIL AVENUE #10-20,Resale,Strata,146,"11,781",-,Apartment,1,99 yrs from 11/07/2006,2009,Private,465529,16,46,East Region,Bedok
HERON BAY,"1,210,000","1,280.92",945,19-Oct-20,61 UPPER SERANGOON VIEW #10-20,Resale,Strata,119,"10,168",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534015,19,53,North East Region,Hougang
BOTANNIA,"1,508,000","1,259.39","1,197",19-Oct-20,29A WEST COAST PARK #07-16,Resale,Strata,117,"12,889",-,Condominium,1,956 yrs from 27/05/1928,2009,Private,127723,5,12,West Region,Clementi
THE INFINITI,"1,305,560","1,270.15","1,028",19-Oct-20,39D WEST COAST PARK #03-13,Resale,Strata,118,"11,064",-,Condominium,1,Freehold,2008,Private,127715,5,12,West Region,Clementi
ORCHID PARK CONDOMINIUM,"650,000",958,678,19-Oct-20,81 YISHUN STREET 81 #02-03,Resale,Strata,89,"7,303",-,Condominium,1,99 yrs from 01/09/1991,1994,HDB,768445,27,76,North Region,Yishun
THE PANORAMA,"1,600,000","1,065.64","1,501",19-Oct-20,18 ANG MO KIO AVENUE 2 #13-33,Resale,Strata,99,"16,162",-,Condominium,1,99 yrs from 08/04/2013,2017,HDB,567700,20,56,North East Region,Ang Mo Kio
BAYSHORE PARK,"925,000",936.47,988,19-Oct-20,62 BAYSHORE ROAD #12-07,Resale,Strata,87,"10,632",-,Condominium,1,99 yrs from 17/03/1982,1986,Private,469983,16,46,East Region,Bedok
WATERFRONT ISLE,"1,130,000",914.94,"1,235",19-Oct-20,732 BEDOK RESERVOIR ROAD #14-09,Resale,Strata,85,"13,294",-,Condominium,1,99 yrs from 26/11/2009,2015,Private,479262,16,47,East Region,Bedok
THE CLEARWATER,"1,250,000","1,205.57","1,037",19-Oct-20,6 BEDOK RESERVOIR VIEW #12-17,Resale,Strata,112,"11,161",-,Condominium,1,99 yrs from 18/07/1997,2001,HDB,479234,16,47,East Region,Bedok
BISHAN LOFT,"1,680,000","1,399.32","1,201",19-Oct-20,33 BISHAN STREET 11 #18-07,Resale,Strata,130,"12,923",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,Private,579820,20,57,Central Region,Bishan
THE CASCADIA,"1,720,000",990.29,"1,737",19-Oct-20,925 BUKIT TIMAH ROAD #09-11,Resale,Strata,92,"18,696",-,Condominium,1,Freehold,2010,HDB,589640,21,58,Central Region,Bukit Timah
THE CASCADIA,"1,520,000",882.65,"1,722",19-Oct-20,931 BUKIT TIMAH ROAD #02-23,Resale,Strata,82,"18,537",-,Condominium,1,Freehold,2010,HDB,589643,21,58,Central Region,Bukit Timah
YISHUN EMERALD,"980,000","1,399.32",700,19-Oct-20,30 CANBERRA DRIVE #02-21,Resale,Strata,130,"7,538",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,768430,27,76,North Region,Yishun
SPRING @ KATONG,"1,700,000","1,194.80","1,423",19-Oct-20,20 CEYLON ROAD #03-10,Resale,Strata,111,"15,315",-,Apartment,1,Freehold,2006,HDB,429749,15,42,Central Region,Marine Parade
JADESCAPE,"2,830,000","1,646.89","1,718",19-Oct-20,12 SHUNFU ROAD #18-45,New Sale,Strata,153,"18,497",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575747,20,57,Central Region,Bishan
JADESCAPE,"1,415,000",764.24,"1,852",19-Oct-20,2 SHUNFU ROAD #21-09,New Sale,Strata,71,"19,930",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575742,20,57,Central Region,Bishan
UPTOWN @ FARRER,"1,421,697",731.95,"1,942",19-Oct-20,2 PERUMAL ROAD #19-03,New Sale,Strata,68,"20,907",-,Apartment,1,99 yrs from 17/04/2017,Uncompleted,HDB,218773,8,21,Central Region,Kallang
WHISTLER GRAND,"950,400",613.55,"1,549",19-Oct-20,109 WEST COAST VALE #26-14,New Sale,Strata,57,"16,674",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126752,5,12,West Region,Clementi
PETIT JERVOIS,"1,688,000",645.84,"2,614",19-Oct-20,33 JERVOIS ROAD #05-02,New Sale,Strata,60,"28,133",-,Apartment,1,Freehold,Uncompleted,N.A,247657,10,24,Central Region,Tanglin
PIERMONT GRAND,"1,010,400",871.88,"1,159",19-Oct-20,46 SUMANG WALK #09-51,New Sale,Strata,81,"12,474",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828628,19,82,North East Region,Punggol
VIEW AT KISMIS,"1,057,000",602.78,"1,754",19-Oct-20,15 LORONG KISMIS #03-02,New Sale,Strata,56,"18,875",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,HDB,598008,21,59,Central Region,Bukit Timah
TREASURE AT TAMPINES,"1,504,000","1,033.34","1,455",19-Oct-20,25 TAMPINES LANE #10-84,New Sale,Strata,96,"15,667",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528473,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,765,000","1,323.97","1,333",19-Oct-20,31 TAMPINES LANE #05-102,New Sale,Strata,123,"14,350",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528470,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,405,000","1,011.82","1,389",19-Oct-20,41 TAMPINES LANE #10-135,New Sale,Strata,94,"14,947",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528465,18,52,East Region,Tampines
ONE PEARL BANK,"1,923,000",839.59,"2,290",19-Oct-20,1 PEARL BANK #21-19,New Sale,Strata,78,"24,654",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,3,16,Central Region,Outram
PARC CLEMATIS,"1,564,500","1,076.40","1,453",19-Oct-20,8B JALAN LEMPENG #24-29,New Sale,Strata,100,"15,645",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128824,5,12,West Region,Clementi
VERDALE,"1,140,900",710.42,"1,606",19-Oct-20,12 DE SOUZA AVENUE #02-31,New Sale,Strata,66,"17,286",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599462,21,59,Central Region,Bukit Timah
PARC CANBERRA,"1,038,000",947.23,"1,096",19-Oct-20,11 CANBERRA WALK #06-22,New Sale,Strata,88,"11,795",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756946,27,75,North Region,Sembawang
PARC CANBERRA,"1,038,000",947.23,"1,096",19-Oct-20,13 CANBERRA WALK #06-26,New Sale,Strata,88,"11,795",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756947,27,75,North Region,Sembawang
FORETT AT BUKIT TIMAH,"1,499,000",764.24,"1,961",19-Oct-20,32B TOH TUCK ROAD #02-18,New Sale,Strata,71,"21,113",-,Apartment,1,Freehold,Uncompleted,Private,596111,21,59,Central Region,Bukit Timah
KOPAR AT NEWTON,"1,252,000",516.67,"2,423",19-Oct-20,6 MAKEWAY AVENUE #11-05,New Sale,Strata,48,"26,083",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,Private,228606,9,22,Central Region,Novena
CABANA,"1,790,000","3,067.74",583,19-Oct-20,253 SUNRISE TERRACE,Resale,Strata,285,"6,281",-,Terrace House,1,103 yrs from 23/04/2009,2013,HDB,805327,28,80,North East Region,Ang Mo Kio
ARC AT TAMPINES,"970,000","1,044.11",929,19-Oct-20,19 TAMPINES AVENUE 8 #10-31,Resale,Strata,97,"10,000",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529603,18,52,East Region,Tampines
THE JADE,"1,575,000","1,754.53",898,19-Oct-20,9 BUKIT BATOK CENTRAL LINK #01-03,Resale,Strata,163,"9,663",-,Condominium,1,99 yrs from 02/10/2001,2004,Private,658074,23,65,West Region,Bukit Batok
N.A.,"6,808,888","7,938.45",858,19-Oct-20,37A CHESTNUT CRESCENT,Resale,Land,737.5,"9,232",-,Detached House,1,Freehold,1981,Private,679395,23,67,West Region,Bukit Panjang
THE RAINFOREST,"930,000",968.76,960,19-Oct-20,337 CHOA CHU KANG AVENUE 3 #06-15,Resale,Strata,90,"10,333",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,HDB,689872,23,68,West Region,Choa Chu Kang
JEWEL @ BUANGKOK,"1,520,000","1,194.80","1,272",19-Oct-20,87 COMPASSVALE BOW #11-27,Resale,Strata,111,"13,694",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544686,19,54,North East Region,Sengkang
KENSINGTON PARK CONDOMINIUM,"2,150,000","1,657.66","1,297",19-Oct-20,10 KENSINGTON PARK DRIVE #07-01,Resale,Strata,154,"13,961",-,Condominium,1,999 yrs from 01/04/1878,1990,Private,557324,19,55,North East Region,Serangoon
THE SENSORIA,"915,000","1,001.05",914,19-Oct-20,1 JALAN ULU SEMBAWANG #04-14,Resale,Strata,93,"9,839",-,Condominium,1,Freehold,2007,Private,758930,27,75,North Region,Sembawang
D'LEEDON,"2,510,000","1,668.42","1,504",19-Oct-20,15 LEEDON HEIGHTS #03-52,Resale,Strata,155,"16,194",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,266225,10,26,Central Region,Bukit Timah
ONE LEICESTER,"1,230,000",914.94,"1,344",19-Oct-20,1 LEICESTER ROAD #14-10,Resale,Strata,85,"14,471",-,Condominium,1,Freehold,2008,HDB,358828,13,35,Central Region,Toa Payoh
VICENTA LODGE,"1,195,000","1,259.39",949,19-Oct-20,16B LORONG MARZUKI,Resale,Strata,117,"10,214",-,Apartment,1,Freehold,1993,Private,417063,14,41,East Region,Bedok
MARINA ONE RESIDENCES,"1,765,997",753.48,"2,344",19-Oct-20,23 MARINA WAY #23-24,Resale,Strata,70,"25,229",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,18979,1,1,Central Region,Downtown Core
NORTHVALE,"640,000",688.9,929,19-Oct-20,71 CHOA CHU KANG LOOP #03-19,Resale,Strata,64,"10,000",-,Apartment,1,99 yrs from 01/03/1995,1998,Private,689673,23,68,West Region,Choa Chu Kang
RIVER ISLES,"1,160,000","1,173.28",989,19-Oct-20,56 EDGEDALE PLAINS #08-10,Resale,Strata,109,"10,642",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828822,19,82,North East Region,Punggol
PARC REGENCY,"1,380,000","1,367.03","1,009",19-Oct-20,315 PASIR PANJANG ROAD #01-02,Resale,Strata,127,"10,866",-,Apartment,1,Freehold,2002,Private,118652,5,11,Central Region,Queenstown
WATERCOLOURS,"836,500",958,873,19-Oct-20,21 PASIR RIS LINK #09-02,Resale,Strata,89,"9,399",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518168,18,51,East Region,Pasir Ris
MARINA ONE RESIDENCES,"2,439,825","1,044.11","2,337",19-Oct-20,23 MARINA WAY #24-19,Resale,Strata,97,"25,153",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,18979,1,1,Central Region,Downtown Core
TOH ESTATE,"2,980,000","3,050.52",977,19-Oct-20,21 TOH AVENUE,Resale,Land,283.4,"10,515",-,Semi-Detached House,1,Freehold,2004,HDB,508047,17,50,East Region,Pasir Ris
HERON BAY,"972,000","1,033.34",941,19-Oct-20,63 UPPER SERANGOON VIEW #16-23,Resale,Strata,96,"10,125",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534014,19,53,North East Region,Hougang
ICON,"1,060,000",570.49,"1,858",19-Oct-20,10 GOPENG STREET #16-12,Resale,Strata,53,"20,000",-,Apartment,1,99 yrs from 29/01/2002,2007,Private,78878,2,7,Central Region,Downtown Core
LIVIA,"1,160,000","1,410.08",823,19-Oct-20,73 PASIR RIS GROVE #05-28,Resale,Strata,131,"8,855",-,Condominium,1,99 yrs from 07/01/2008,2011,HDB,518206,18,51,East Region,Pasir Ris
MI CASA,"980,000","1,119.46",875,19-Oct-20,325 CHOA CHU KANG AVENUE 3 #04-30,Resale,Strata,104,"9,423",-,Condominium,1,99 yrs from 25/08/2008,2012,HDB,689866,23,68,West Region,Choa Chu Kang
THE PALETTE,"800,000",753.48,"1,062",19-Oct-20,109 PASIR RIS GROVE #04-24,Resale,Strata,70,"11,429",-,Condominium,1,99 yrs from 20/10/2010,2015,Private,518199,18,51,East Region,Pasir Ris
THE RAINFOREST,"1,365,800","1,410.08",969,19-Oct-20,341 CHOA CHU KANG AVENUE 3 #21-22,Resale,Strata,131,"10,426",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,HDB,689874,23,68,West Region,Choa Chu Kang
COMMONWEALTH TOWERS,"815,000",452.09,"1,803",19-Oct-20,230 COMMONWEALTH AVENUE #09-02,Resale,Strata,42,"19,405",-,Condominium,1,99 yrs from 07/05/2013,2017,Private,149739,3,14,Central Region,Queenstown
MARINA ONE RESIDENCES,"3,085,830","1,162.51","2,654",19-Oct-20,23 MARINA WAY #28-33,Resale,Strata,108,"28,573",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,18979,1,1,Central Region,Downtown Core
WATERFRONT KEY,"1,840,000","1,517.72","1,212",19-Oct-20,770 BEDOK RESERVOIR ROAD #11-02,Resale,Strata,141,"13,050",-,Condominium,1,99 yrs from 31/10/2007,2012,HDB,479250,16,47,East Region,Bedok
TWIN WATERFALLS,"1,095,000","1,087.16","1,007",19-Oct-20,110 PUNGGOL WALK #16-22,Resale,Strata,101,"10,842",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828765,19,82,North East Region,Punggol
THE MEDLEY,"1,950,000","2,012.87",969,19-Oct-20,68 LORONG G TELOK KURAU #05-06,Resale,Strata,187,"10,428",-,Apartment,1,Freehold,2009,Private,426258,15,42,East Region,Bedok
WOODSVALE,"758,000","1,291.68",587,19-Oct-20,7 WOODLANDS DRIVE 72 #04-13,Resale,Strata,120,"6,317",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,738092,25,73,North Region,Woodlands
BLOSSOM RESIDENCES,"938,000","1,054.87",889,19-Oct-20,32 SEGAR ROAD #17-21,Resale,Strata,98,"9,571",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677722,23,67,West Region,Bukit Panjang
ORCHID PARK CONDOMINIUM,"657,000",958,686,19-Oct-20,97 YISHUN STREET 81 #02-02,Resale,Strata,89,"7,382",-,Condominium,1,99 yrs from 01/09/1991,1994,HDB,768453,27,76,North Region,Yishun
THE MILTONIA RESIDENCES,"1,250,000","1,528.49",818,19-Oct-20,520 MILTONIA CLOSE #05-05,Resale,Strata,142,"8,803",-,Condominium,1,99 yrs from 30/11/2010,2014,HDB,768104,27,76,North Region,Yishun
THE ESTA,"2,700,000","1,560.78","1,730",19-Oct-20,39 AMBER GARDENS #06-17,Resale,Strata,145,"18,621",-,Condominium,1,Freehold,2008,Private,439970,15,43,Central Region,Marine Parade
THE RAINFOREST,"1,365,000","1,410.08",968,19-Oct-20,345 CHOA CHU KANG AVENUE 3 #21-30,Resale,Strata,131,"10,420",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,HDB,689876,23,68,West Region,Choa Chu Kang
KOVAN REGENCY,"827,000",592.02,"1,397",20-Oct-20,2 KOVAN RISE #05-03,Resale,Strata,55,"15,036",-,Condominium,1,99 yrs from 24/04/2012,2015,HDB,544734,19,54,North East Region,Hougang
RESIDENCES 88,"645,000",505.91,"1,275",20-Oct-20,88 LORONG MARICAN #03-07,Resale,Strata,47,"13,723",-,Apartment,1,Freehold,2013,HDB,417297,14,41,East Region,Bedok
THE SAIL @ MARINA BAY,"970,000",592.02,"1,638",20-Oct-20,2 MARINA BOULEVARD #06-10,Resale,Strata,55,"17,636",-,Apartment,1,99 yrs from 12/08/2002,2008,HDB,18987,1,1,Central Region,Downtown Core
SEASTRAND,"1,050,000","1,108.69",947,20-Oct-20,7 PASIR RIS LINK #08-18,Resale,Strata,103,"10,194",-,Condominium,1,99 yrs from 03/01/2011,2014,Private,518188,18,51,East Region,Pasir Ris
WATERTOWN,"810,000",570.49,"1,420",20-Oct-20,69 PUNGGOL CENTRAL #11-34,Resale,Strata,53,"15,283",-,Apartment,1,99 yrs from 18/05/2011,2017,HDB,828754,19,82,North East Region,Punggol
BLOSSOM RESIDENCES,"845,000",968.76,872,20-Oct-20,30 SEGAR ROAD #16-10,Resale,Strata,90,"9,389",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677721,23,67,West Region,Bukit Panjang
SIMEI GREEN CONDOMINIUM,"785,000",968.76,810,20-Oct-20,5 SIMEI STREET 4 #02-06,Resale,Strata,90,"8,722",-,Executive Condominium,1,99 yrs from 14/11/1996,1999,HDB,529863,18,52,East Region,Tampines
THE GARDENS AT BISHAN,"961,200",882.65,"1,089",20-Oct-20,7 SIN MING WALK #07-12,Resale,Strata,82,"11,722",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575577,20,57,Central Region,Bishan
SKY@ELEVEN,"5,100,000","2,820.17","1,808",20-Oct-20,5 THOMSON LANE #38-01,Resale,Strata,262,"19,466",-,Condominium,1,Freehold,2010,Private,297724,11,29,Central Region,Toa Payoh
THOMSON HILLS ESTATE,"2,960,000","2,244.29","1,319",20-Oct-20,21 THOMSON TERRACE,Resale,Land,208.5,"14,197",-,Terrace House,1,Freehold,1980,Private,574552,20,57,North East Region,Ang Mo Kio
N.A.,"18,000,000","12,867.29","1,399",20-Oct-20,124 UNIVERSITY ROAD,Resale,Land,"1,195.40","15,058",-,Detached House,1,Freehold,-,Private,297915,11,29,Central Region,Novena
HERON BAY,"1,190,000","1,280.92",929,20-Oct-20,61 UPPER SERANGOON VIEW #13-20,Resale,Strata,119,"10,000",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534015,19,53,North East Region,Hougang
THE SHORELINE RESIDENCES II,"1,950,000","1,687.80","1,155",20-Oct-20,74 WAK HASSAN DRIVE,Resale,Land,156.8,"12,436",-,Terrace House,1,99 yrs from 25/01/2011,2012,HDB,757206,27,75,North Region,Sembawang
CLOVER BY THE PARK,"1,820,000","1,603.84","1,135",20-Oct-20,2 BISHAN STREET 25 #13-01,Resale,Strata,149,"12,215",-,Condominium,1,99 yrs from 10/09/2007,2011,Private,573973,20,57,Central Region,Bishan
FLORIDIAN,"1,720,000",968.76,"1,775",20-Oct-20,965 BUKIT TIMAH ROAD #03-03,Resale,Strata,90,"19,111",-,Condominium,1,Freehold,2012,Private,589662,21,58,Central Region,Bukit Timah
CAIRNHILL PLAZA,"5,250,000","3,304.55","1,589",20-Oct-20,53 CAIRNHILL ROAD #11-01,Resale,Strata,307,"17,101",-,Apartment,1,Freehold,1978,Private,229664,9,22,Central Region,Newton
JADESCAPE,"2,217,750","1,259.39","1,761",20-Oct-20,2 SHUNFU ROAD #11-08,New Sale,Strata,117,"18,955",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575742,20,57,Central Region,Bishan
