Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
BANYAN PARK,"5,100,000","3,899.80","1,308",11-Oct-21,74 CHWEE CHIAN ROAD,Resale,Land,362.3,"14,077",-,Semi-Detached House,1,Freehold,1997,Private,117650,5,11,Central Region,Queenstown
WATERBANK AT DAKOTA,"2,220,000","1,280.92","1,733",11-Oct-21,84 DAKOTA CRESCENT #17-29,Resale,Strata,119,"18,655",-,Condominium,1,99 yrs from 07/12/2009,2013,Private,399948,14,39,Central Region,Geylang
VOGX,"738,000",538.2,"1,371",11-Oct-21,111 DORSET ROAD #04-07,Resale,Strata,50,"14,760",-,Apartment,1,Freehold,2009,Private,219499,8,21,Central Region,Kallang
DUO RESIDENCES,"2,400,000","1,184.04","2,027",11-Oct-21,1 FRASER STREET #14-11,Resale,Strata,110,"21,818",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,189350,7,18,Central Region,Downtown Core
SOPHIA RESIDENCE,"2,770,000","2,572.60","1,077",11-Oct-21,15 SOPHIA ROAD #14-30,Resale,Strata,239,"11,590",-,Condominium,1,Freehold,2014,Private,228196,9,22,Central Region,Rochor
EIGHT RIVERSUITES,"768,000",441.32,"1,740",11-Oct-21,6 WHAMPOA EAST #23-13,Resale,Strata,41,"18,732",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338519,12,33,Central Region,Kallang
N.A.,"2,650,000","1,413.31","1,875",11-Oct-21,20F TEMBELING ROAD,Resale,Land,131.3,"20,183",-,Terrace House,1,Freehold,1975,Private,423562,15,42,Central Region,Geylang
COASTLINE RESIDENCES,"2,846,000","1,108.69","2,567",11-Oct-21,7 AMBER ROAD #16-01,New Sale,Strata,103,"27,631",-,Apartment,1,Freehold,Uncompleted,N.A,439953,15,43,Central Region,Marine Parade
MIDTOWN BAY,"1,355,600",409.03,"3,261",11-Oct-21,122 BEACH ROAD #12-02,New Sale,Strata,38,"35,105","1,334,000",Apartment,1,99 yrs from 02/01/2018,Uncompleted,N.A,189770,7,18,Central Region,Downtown Core
NORMANTON PARK,"2,075,000","1,237.86","1,676",11-Oct-21,57 NORMANTON PARK #24-55,New Sale,Strata,115,"18,043",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117284,5,11,Central Region,Queenstown
WILSHIRE RESIDENCES,"1,788,000",796.54,"2,245",11-Oct-21,30 FARRER ROAD #12-07,New Sale,Strata,74,"24,162",-,Apartment,1,Freehold,Uncompleted,N.A,268832,10,26,Central Region,Tanglin
MEYER MANSION,"1,874,800",688.9,"2,721",11-Oct-21,79 MEYER ROAD #06-05,New Sale,Strata,64,"29,294",-,Apartment,1,Freehold,Uncompleted,N.A,437906,15,43,Central Region,Marine Parade
MIDTOWN MODERN,"2,827,440","1,065.64","2,653",11-Oct-21,18 TAN QUEE LAN STREET #22-16,New Sale,Strata,99,"28,560",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,7,18,Central Region,Downtown Core
IRWELL HILL RESIDENCES,"1,418,000",495.14,"2,864",11-Oct-21,2 IRWELL HILL #29-04,New Sale,Strata,46,"30,826",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239588,9,23,Central Region,River Valley
ONE BERNAM,"1,637,000",699.66,"2,340",11-Oct-21,1 BERNAM STREET #10-02,New Sale,Strata,65,"25,185",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,78852,2,7,Central Region,Downtown Core
COMMONWEALTH TOWERS,"910,000",462.85,"1,966",11-Oct-21,232 COMMONWEALTH AVENUE #33-22,Resale,Strata,43,"21,163",-,Condominium,1,99 yrs from 07/05/2013,2017,Private,149740,3,14,Central Region,Queenstown
THE TENERIFFE,"3,000,000","3,358.37",893,11-Oct-21,144 LAUREL WOOD AVENUE,Resale,Strata,312,"9,615",-,Terrace House,1,99 yrs from 07/09/1996,2003,Private,275855,10,27,Central Region,Bukit Timah
THE SEAFRONT ON MEYER,"3,000,000","1,603.84","1,871",11-Oct-21,59 MEYER ROAD #05-14,Resale,Strata,149,"20,134",-,Condominium,1,Freehold,2010,Private,437880,15,43,Central Region,Marine Parade
SHAMROCK PARK,"6,388,880","2,487.56","2,568",11-Oct-21,77 NAMLY PLACE,Resale,Land,231.1,"27,646",-,Terrace House,1,Freehold,-,Private,267228,10,26,Central Region,Bukit Timah
6 DERBYSHIRE,"2,190,000","1,011.82","2,164",11-Oct-21,6 DERBYSHIRE ROAD #23-01,Resale,Strata,94,"23,298",-,Condominium,1,Freehold,2017,Private,309462,11,30,Central Region,Novena
RIVER PLACE,"1,650,000","1,054.87","1,564",11-Oct-21,60 HAVELOCK ROAD #04-06,Resale,Strata,98,"16,837",-,Condominium,1,99 yrs from 07/11/1995,2000,Private,169658,3,16,Central Region,Singapore River
OASIS GARDEN,"1,653,000","1,216.33","1,359",12-Oct-21,55 JALAN BUNGA RAMPAI #14-08,Resale,Strata,113,"14,628",-,Condominium,1,Freehold,2009,Private,538422,19,53,Central Region,Toa Payoh
BARTLEY RIDGE,"1,690,000","1,173.28","1,440",12-Oct-21,42 MOUNT VERNON ROAD #03-34,Resale,Strata,109,"15,505",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368061,13,36,Central Region,Toa Payoh
SIMS MEADOWS,"1,100,000","1,076.40","1,022",12-Oct-21,8 LORONG 33 GEYLANG #03-01,Resale,Strata,100,"11,000",-,Apartment,1,Freehold,2002,Private,387977,14,38,Central Region,Geylang
JARDIN,"3,000,000","1,689.95","1,775",12-Oct-21,966 DUNEARN ROAD #03-07,Resale,Strata,157,"19,108",-,Condominium,1,Freehold,2012,Private,589488,21,58,Central Region,Bukit Timah
ALTEZ,"1,800,000",828.83,"2,172",12-Oct-21,16 ENGGOR STREET #28-03,Resale,Strata,77,"23,377",-,Apartment,1,99 yrs from 06/02/2008,2014,Private,79717,2,7,Central Region,Downtown Core
SOMMERVILLE PARK,"2,400,000","1,302.44","1,843",12-Oct-21,75 FARRER DRIVE #14-02,Resale,Strata,121,"19,835",-,Condominium,1,Freehold,1985,Private,259281,10,25,Central Region,Tanglin
SPOTTISWOODE PARK,"868,000",850.36,"1,021",12-Oct-21,101 SPOTTISWOODE PARK ROAD #18-92,Resale,Strata,79,"10,987",-,Apartment,1,93 yrs from 06/11/1979,-,HDB,80101,2,8,Central Region,Bukit Merah
ST REGIS RESIDENCES SINGAPORE,"8,000,000","2,755.58","2,903",12-Oct-21,33 TANGLIN ROAD #16-09,Resale,Strata,256,"31,250",-,Apartment,1,999 yrs from 24/11/1995,2008,Private,247913,10,24,Central Region,Orchard
FOURTH AVENUE RESIDENCES,"1,755,000",710.42,"2,470",12-Oct-21,12 FOURTH AVENUE #05-39,New Sale,Strata,66,"26,591",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268676,10,26,Central Region,Bukit Timah
NORMANTON PARK,"969,000",527.44,"1,837",12-Oct-21,47 NORMANTON PARK #10-17,New Sale,Strata,49,"19,776",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,119028,5,11,Central Region,Queenstown
NORMANTON PARK,"1,054,000",559.73,"1,883",12-Oct-21,53 NORMANTON PARK #04-36,New Sale,Strata,52,"20,269",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117282,5,11,Central Region,Queenstown
NORMANTON PARK,"2,923,000","1,614.60","1,810",12-Oct-21,55 NORMANTON PARK #08-47,New Sale,Strata,150,"19,487",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117283,5,11,Central Region,Queenstown
NORMANTON PARK,"1,608,000",914.94,"1,757",12-Oct-21,59 NORMANTON PARK #04-65,New Sale,Strata,85,"18,918",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117285,5,11,Central Region,Queenstown
THE ANTARES,"988,000",602.78,"1,639",12-Oct-21,19 MATTAR ROAD #01-05,New Sale,Strata,56,"17,643",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387728,14,38,Central Region,Geylang
15 HOLLAND HILL,"7,565,910","2,497.25","3,030",12-Oct-21,15 HOLLAND HILL #08-06,New Sale,Strata,232,"32,612",-,Apartment,1,Freehold,Uncompleted,N.A,278735,10,27,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"974,000",473.62,"2,057",12-Oct-21,34A TOH TUCK ROAD #02-35,New Sale,Strata,44,"22,136",-,Apartment,1,Freehold,Uncompleted,N.A,596112,21,59,Central Region,Bukit Timah
LEEDON GREEN,"2,226,900",818.06,"2,722",12-Oct-21,30 LEEDON HEIGHTS #09-23,New Sale,Strata,76,"29,301",-,Condominium,1,Freehold,Uncompleted,N.A,266223,10,26,Central Region,Bukit Timah
IRWELL HILL RESIDENCES,"1,154,000",398.27,"2,898",12-Oct-21,2 IRWELL HILL #27-06,New Sale,Strata,37,"31,189",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239588,9,23,Central Region,River Valley
THE MEZZO,"1,240,000",839.59,"1,477",12-Oct-21,205 BALESTIER ROAD #12-03,Resale,Strata,78,"15,897",-,Apartment,1,Freehold,2012,Private,329682,12,32,Central Region,Novena
N.A.,"3,680,000","2,137.73","1,721",12-Oct-21,37 CRANE ROAD,Resale,Land,198.6,"18,530",-,Terrace House,1,Freehold,1997,Private,429380,15,42,Central Region,Geylang
ONE FORT,"1,920,000","1,227.10","1,565",12-Oct-21,1 FORT ROAD #09-01,Resale,Strata,114,"16,842",-,Condominium,1,Freehold,2005,Private,439069,15,43,Central Region,Kallang
DUO RESIDENCES,"1,340,000",645.84,"2,075",12-Oct-21,1 FRASER STREET #21-01,Resale,Strata,60,"22,333",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,189350,7,18,Central Region,Downtown Core
THOMSON THREE,"1,250,000",731.95,"1,708",12-Oct-21,43 BRIGHT HILL DRIVE #11-13,Resale,Strata,68,"18,382",-,Apartment,1,99 yrs from 07/11/2012,2016,Private,573894,20,57,Central Region,Bishan
THE SUNNY SPRING,"1,630,000","1,593.07","1,023",12-Oct-21,50 LORONG 40 GEYLANG #01-13,Resale,Strata,148,"11,014",-,Apartment,1,Freehold,1998,Private,398074,14,39,Central Region,Geylang
MOONSTONE VIEW,"1,120,000",850.36,"1,317",12-Oct-21,31 MOONSTONE LANE #02-06,Resale,Strata,79,"14,177",-,Apartment,1,Freehold,2000,HDB,328496,12,32,Central Region,Kallang
SPOTTISWOODE 18,"2,048,000","1,076.40","1,903",12-Oct-21,18 SPOTTISWOODE PARK ROAD #33-09,Resale,Strata,100,"20,480",-,Apartment,1,Freehold,2014,Private,88642,2,8,Central Region,Bukit Merah
PEBBLE BAY,"3,220,000","1,894.46","1,700",12-Oct-21,130 TANJONG RHU ROAD #10-04,Resale,Strata,176,"18,295",-,Condominium,1,99 yrs from 09/03/1994,1997,Private,436918,15,43,Central Region,Kallang
LE WILKIE,"1,398,000","1,001.05","1,397",12-Oct-21,68 WILKIE ROAD #07-01,Resale,Strata,93,"15,032",-,Apartment,1,Freehold,1996,Private,228070,9,22,Central Region,Rochor
N.A.,"2,850,000","2,016.10","1,414",12-Oct-21,93 YUK TONG AVENUE,Resale,Land,187.3,"15,216",-,Terrace House,1,Freehold,1972,Private,596400,21,59,Central Region,Bukit Timah
THE ARRIS,"2,040,000",990.29,"2,060",12-Oct-21,28 YAN KIT ROAD #07-04,Resale,Strata,92,"22,174",-,Apartment,1,Freehold,2002,Private,88271,2,8,Central Region,Outram
FOURTH AVENUE RESIDENCES,"1,683,540",688.9,"2,444",13-Oct-21,4 FOURTH AVENUE #02-12,New Sale,Strata,64,"26,305",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268672,10,26,Central Region,Bukit Timah
35 GILSTEAD,"1,239,000",473.62,"2,616",13-Oct-21,35 GILSTEAD ROAD #04-04,New Sale,Strata,44,"28,159",-,Apartment,1,Freehold,Uncompleted,N.A,309079,11,30,Central Region,Novena
NORMANTON PARK,"987,000",527.44,"1,871",13-Oct-21,47 NORMANTON PARK #22-16,New Sale,Strata,49,"20,143",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,119028,5,11,Central Region,Queenstown
NORMANTON PARK,"2,389,000","1,313.21","1,819",13-Oct-21,53 NORMANTON PARK #07-41,New Sale,Strata,122,"19,582",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117282,5,11,Central Region,Queenstown
NORMANTON PARK,"1,060,000",570.49,"1,858",13-Oct-21,55 NORMANTON PARK #03-52,New Sale,Strata,53,"20,000",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117283,5,11,Central Region,Queenstown
VERTICUS,"1,024,000",462.85,"2,212",13-Oct-21,3 JALAN KEMAMAN #20-04,New Sale,Strata,43,"23,814",-,Apartment,1,Freehold,Uncompleted,N.A,329343,12,32,Central Region,Novena
PULLMAN RESIDENCES NEWTON,"3,254,000","1,162.51","2,799",13-Oct-21,18 DUNEARN ROAD #07-02,New Sale,Strata,108,"30,130",-,Apartment,1,Freehold,Uncompleted,N.A,309421,11,30,Central Region,Novena
THE AVENIR,"3,841,000","1,140.98","3,366",13-Oct-21,8 RIVER VALLEY CLOSE #35-03,New Sale,Strata,106,"36,236",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
THE AVENIR,"4,954,000","1,528.49","3,241",13-Oct-21,8 RIVER VALLEY CLOSE #27-05,New Sale,Strata,142,"34,887",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
THE AVENIR,"4,884,000","1,528.49","3,195",13-Oct-21,8 RIVER VALLEY CLOSE #24-05,New Sale,Strata,142,"34,394",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
PARK NOVA,"10,691,000","2,206.62","4,845",13-Oct-21,18 TOMLINSON ROAD #11-03,New Sale,Strata,205,"52,151",-,Apartment,1,Freehold,Uncompleted,N.A,247858,10,24,Central Region,Orchard
KOPAR AT NEWTON,"1,295,910",516.67,"2,508",13-Oct-21,6 MAKEWAY AVENUE #14-05,New Sale,Strata,48,"26,998",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,9,22,Central Region,Novena
IRWELL HILL RESIDENCES,"1,900,000",678.13,"2,802",13-Oct-21,6 IRWELL HILL #29-11,New Sale,Strata,63,"30,159",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239590,9,23,Central Region,River Valley
ASCENTIA SKY,"1,600,000","1,011.82","1,581",13-Oct-21,1 ALEXANDRA VIEW #21-03,Resale,Strata,94,"17,021",-,Condominium,1,99 yrs from 26/03/2008,2013,Private,158748,3,15,Central Region,Bukit Merah
THE SHORE RESIDENCES,"1,580,000",893.41,"1,769",13-Oct-21,87 AMBER ROAD #16-19,Resale,Strata,83,"19,036",-,Condominium,1,103 yrs from 18/08/2009,2014,Private,439897,15,43,Central Region,Marine Parade
NOUVEL 18,"8,456,000","2,475.72","3,416",13-Oct-21,18 ANDERSON ROAD #22-03,Resale,Strata,230,"36,765",-,Condominium,1,Freehold,2014,Private,259977,10,25,Central Region,Newton
EVELYN MANSIONS,"1,520,000",796.54,"1,908",13-Oct-21,20 EVELYN ROAD #06-04,Resale,Strata,74,"20,541",-,Apartment,1,Freehold,1997,Private,309309,11,30,Central Region,Novena
RIVER PLACE,"3,330,000","2,066.69","1,611",13-Oct-21,60 HAVELOCK ROAD #05-05,Resale,Strata,192,"17,344",-,Condominium,1,99 yrs from 07/11/1995,2000,Private,169658,3,16,Central Region,Singapore River
MACPHERSON GARDEN ESTATE,"2,500,888",920.32,"2,717",13-Oct-21,128 JALAN GEMBIRA,Resale,Land,85.5,"29,250",-,Terrace House,1,Freehold,-,HDB,369197,13,36,Central Region,Toa Payoh
CLOVER BY THE PARK,"2,410,000","1,765.30","1,365",13-Oct-21,6 BISHAN STREET 25 #18-12,Resale,Strata,164,"14,695",-,Condominium,1,99 yrs from 10/09/2007,2011,HDB,573975,20,57,Central Region,Bishan
BRADDELL VIEW,"1,660,000","1,797.59",923,13-Oct-21,10K BRADDELL HILL #05-40,Resale,Strata,167,"9,940",-,Apartment,1,103 yrs from 01/08/1977,1981,Private,579729,20,57,Central Region,Toa Payoh
BUTTERWORTH 8,"2,550,000","1,463.90","1,742",13-Oct-21,2 BUTTERWORTH LANE #13-04,Resale,Strata,136,"18,750",-,Condominium,1,Freehold,2004,Private,439445,15,43,Central Region,Geylang
N.A.,"2,660,000","1,585.54","1,678",13-Oct-21,226 CARPMAEL ROAD,Resale,Land,147.3,"18,058",-,Terrace House,1,Freehold,1934,Private,429950,15,42,Central Region,Marine Parade
CHENG SOON GARDEN,"4,500,000","3,608.09","1,247",13-Oct-21,83 KISMIS AVENUE,Resale,Land,335.2,"13,425",-,Semi-Detached House,1,Freehold,1991,Private,598260,21,59,Central Region,Bukit Timah
D'LEEDON,"1,605,000","1,054.87","1,522",13-Oct-21,7 LEEDON HEIGHTS #16-17,Resale,Strata,98,"16,378",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,267953,10,26,Central Region,Bukit Timah
AMARYLLIS VILLE,"1,690,000",958,"1,764",13-Oct-21,20 NEWTON ROAD #17-04,Resale,Strata,89,"18,989",-,Condominium,1,99 yrs from 24/10/1997,2004,Private,307953,11,30,Central Region,Novena
THE ORANGE GROVE,"4,600,000","2,152.80","2,137",13-Oct-21,38 ORANGE GROVE ROAD #05-04,Resale,Strata,200,"23,000",-,Condominium,1,Freehold,2010,Private,258364,10,25,Central Region,Tanglin
N.A.,"6,700,000","3,431.56","1,952",13-Oct-21,32 QUEEN'S ROAD,Resale,Land,318.8,"21,016",-,Semi-Detached House,1,Freehold,1996,Private,266748,10,26,Central Region,Bukit Timah
STARLIGHT SUITES,"6,000,000","3,756.64","1,597",13-Oct-21,11 RIVER VALLEY CLOSE #34-01,Resale,Strata,349,"17,192",-,Apartment,1,Freehold,2014,Private,238437,9,23,Central Region,River Valley
SIMS URBAN OASIS,"770,000",462.85,"1,664",13-Oct-21,12 SIMS DRIVE #09-45,Resale,Strata,43,"17,907",-,Condominium,1,99 yrs from 29/07/2014,2017,HDB,387391,14,38,Central Region,Geylang
THE GARDENS AT BISHAN,"1,648,000","1,205.57","1,367",13-Oct-21,7 SIN MING WALK #09-19,Resale,Strata,112,"14,714",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575577,20,57,Central Region,Bishan
CHELSEA LODGE,"1,505,000","1,237.86","1,216",13-Oct-21,300 TANJONG KATONG ROAD #04-14,Resale,Strata,115,"13,087",-,Apartment,1,Freehold,2000,Private,437083,15,43,Central Region,Marine Parade
SKY@ELEVEN,"4,630,000","2,712.53","1,707",13-Oct-21,7 THOMSON LANE #09-03,Resale,Strata,252,"18,373",-,Condominium,1,Freehold,2010,Private,297725,11,29,Central Region,Toa Payoh
AMANINDA,"1,815,000","1,216.33","1,492",13-Oct-21,329A THOMSON ROAD #01-09,Resale,Strata,113,"16,062",-,Condominium,1,Freehold,2005,HDB,307686,11,30,Central Region,Novena
D'LEEDON,"2,200,000","1,356.26","1,622",13-Oct-21,7 LEEDON HEIGHTS #09-18,Resale,Strata,126,"17,460",-,Condominium,1,99 yrs from 08/04/2010,2014,HDB,267953,10,26,Central Region,Bukit Timah
BARTLEY RIDGE,"1,585,000","1,044.11","1,518",13-Oct-21,34 MOUNT VERNON ROAD #07-16,Resale,Strata,97,"16,340",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368057,13,36,Central Region,Toa Payoh
SEASCAPE,"9,932,400","4,068.79","2,441",13-Oct-21,57 COVE WAY #04-01,Resale,Strata,378,"26,276",-,Condominium,1,99 yrs from 09/06/2007,2011,Private,98308,4,9,Central Region,Southern Islands
JADESCAPE,"2,531,000","1,420.85","1,781",14-Oct-21,8 SHUNFU ROAD #13-32,New Sale,Strata,132,"19,174",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575745,20,57,Central Region,Bishan
3 CUSCADEN,"2,936,518",731.95,"4,012",14-Oct-21,3 CUSCADEN WALK #16-01,New Sale,Strata,68,"43,184",-,Apartment,1,Freehold,Uncompleted,N.A,249690,10,24,Central Region,River Valley
THE WOODLEIGH RESIDENCES,"1,953,000",958,"2,039",14-Oct-21,31 BIDADARI PARK DRIVE #07-55,New Sale,Strata,89,"21,944",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367800,13,36,Central Region,Toa Payoh
FOURTH AVENUE RESIDENCES,"1,741,000",688.9,"2,527",14-Oct-21,8 FOURTH AVENUE #06-28,New Sale,Strata,64,"27,203",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268674,10,26,Central Region,Bukit Timah
UPTOWN @ FARRER,"2,042,000","1,184.04","1,725",14-Oct-21,2 PERUMAL ROAD #13-02,New Sale,Strata,110,"18,564",-,Apartment,1,99 yrs from 17/04/2017,2021,N.A,218773,8,21,Central Region,Kallang
ROYALGREEN,"1,878,900",721.19,"2,605",14-Oct-21,2B ANAMALAI AVENUE #05-15,New Sale,Strata,67,"28,043",-,Condominium,1,Freehold,Uncompleted,N.A,279990,10,27,Central Region,Bukit Timah
ROYALGREEN,"4,100,000","1,431.61","2,864",14-Oct-21,2C ANAMALAI AVENUE #05-27,New Sale,Strata,133,"30,827",-,Condominium,1,Freehold,Uncompleted,N.A,279991,10,27,Central Region,Bukit Timah
ROYALGREEN,"2,840,680",990.29,"2,869",14-Oct-21,6B ANAMALAI AVENUE #05-52,New Sale,Strata,92,"30,877",-,Condominium,1,Freehold,Uncompleted,N.A,279996,10,27,Central Region,Bukit Timah
NORMANTON PARK,"1,588,000",914.94,"1,736",14-Oct-21,61 NORMANTON PARK #11-73,New Sale,Strata,85,"18,682",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117286,5,11,Central Region,Queenstown
VERTICUS,"1,354,000",635.08,"2,132",14-Oct-21,3 JALAN KEMAMAN #18-03,New Sale,Strata,59,"22,949",-,Apartment,1,Freehold,Uncompleted,N.A,329343,12,32,Central Region,Novena
FORETT AT BUKIT TIMAH,"1,086,000",473.62,"2,293",14-Oct-21,34 TOH TUCK ROAD #09-26,New Sale,Strata,44,"24,682",-,Apartment,1,Freehold,Uncompleted,N.A,596712,21,59,Central Region,Bukit Timah
FOUR SEASONS PARK,"8,800,000","2,873.99","3,062",14-Oct-21,8 CUSCADEN WALK #24-01,Resale,Strata,267,"32,959",-,Condominium,1,Freehold,1994,Private,249692,10,24,Central Region,River Valley
SKYSUITES@ANSON,"878,000",365.98,"2,399",14-Oct-21,8 ENGGOR STREET #39-01,Resale,Strata,34,"25,824",-,Apartment,1,99 yrs from 18/02/2008,2014,HDB,79718,2,7,Central Region,Downtown Core
TRE RESIDENCES,"1,500,000",947.23,"1,584",14-Oct-21,7 GEYLANG EAST AVENUE 1 #12-07,Resale,Strata,88,"17,045",-,Condominium,1,99 yrs from 23/04/2014,2018,HDB,389782,14,38,Central Region,Geylang
HAIG 162,"731,000",495.14,"1,476",14-Oct-21,162 HAIG ROAD #05-03,Resale,Strata,46,"15,891",-,Apartment,1,Freehold,2013,Private,438773,15,43,Central Region,Marine Parade
VERSILIA ON HAIG,"1,900,000","1,130.22","1,681",14-Oct-21,31 IPOH LANE #16-01,Resale,Strata,105,"18,095",-,Condominium,1,Freehold,2010,Private,438639,15,43,Central Region,Geylang
BISHAN POINT,"1,230,000",936.47,"1,313",14-Oct-21,61 BRIGHT HILL DRIVE #22-04,Resale,Strata,87,"14,138",-,Condominium,1,99 yrs from 06/12/1997,2005,HDB,579653,20,57,Central Region,Bishan
HILLTOPS,"5,364,000","1,711.48","3,134",14-Oct-21,101 CAIRNHILL CIRCLE #19-10,Resale,Strata,159,"33,736",-,Condominium,1,Freehold,2011,Private,229809,9,22,Central Region,Newton
DORMER PARK,"2,240,000","1,237.86","1,810",14-Oct-21,51 JERVOIS ROAD #04-05,Resale,Strata,115,"19,478",-,Condominium,1,Freehold,1993,Private,249045,10,24,Central Region,Tanglin
BELLERIVE,"2,960,000","1,539.25","1,923",14-Oct-21,9 KENG CHIN ROAD #10-02,Resale,Strata,143,"20,699",-,Apartment,1,Freehold,2011,Private,258711,10,25,Central Region,Tanglin
REFLECTIONS AT KEPPEL BAY,"3,050,000","1,506.96","2,024",14-Oct-21,33 KEPPEL BAY VIEW #14-96,Resale,Strata,140,"21,786",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,98419,4,9,Central Region,Bukit Merah
THE INTERWEAVE,"588,000",376.74,"1,561",14-Oct-21,21 KIM KEAT ROAD #15-06,Resale,Strata,35,"16,800",-,Apartment,1,Freehold,2014,HDB,328805,12,32,Central Region,Novena
THE ALCOVE,"975,000","1,065.64",915,14-Oct-21,10 LORONG 27 GEYLANG #07-12,Resale,Strata,99,"9,848",-,Apartment,1,99 yrs from 06/10/2000,2004,Private,388199,14,38,Central Region,Geylang
SANT RITZ,"1,720,000","1,259.39","1,366",14-Oct-21,1 PHENG GECK AVENUE #06-20,Resale,Strata,117,"14,701",-,Condominium,1,99 yrs from 01/10/2012,2016,Private,348196,13,34,Central Region,Toa Payoh
THE SHELFORD,"3,220,000","1,593.07","2,021",14-Oct-21,1E SHELFORD ROAD #02-36,Resale,Strata,148,"21,757",-,Condominium,1,Freehold,2005,Private,286890,11,28,Central Region,Bukit Timah
SUITES @ TOPAZ,"750,000",667.37,"1,124",14-Oct-21,3 TOPAZ ROAD #02-09,Resale,Strata,62,"12,097",-,Apartment,1,Freehold,2012,HDB,327849,12,32,Central Region,Kallang
THE PLAZA,"790,000",731.95,"1,079",14-Oct-21,7500A BEACH ROAD #28-308,Resale,Strata,68,"11,618",-,Apartment,1,99 yrs from 03/09/1968,1979,HDB,199591,7,19,Central Region,Downtown Core
ESPADA,"973,000",376.74,"2,583",14-Oct-21,48 ST. THOMAS WALK #19-06,Resale,Strata,35,"27,800",-,Apartment,1,Freehold,2013,HDB,238126,9,23,Central Region,River Valley
AMBER PARK,"3,283,740","1,302.44","2,521",15-Oct-21,16 AMBER GARDENS #11-06,New Sale,Strata,121,"27,138",-,Condominium,1,Freehold,Uncompleted,N.A,439961,15,43,Central Region,Marine Parade
FOURTH AVENUE RESIDENCES,"1,245,000",505.91,"2,461",15-Oct-21,6 FOURTH AVENUE #04-16,New Sale,Strata,47,"26,489",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268673,10,26,Central Region,Bukit Timah
SLOANE RESIDENCES,"4,273,800","1,496.20","2,856",15-Oct-21,17 BALMORAL ROAD #09-08,New Sale,Strata,139,"30,747",-,Apartment,1,Freehold,Uncompleted,N.A,259803,10,25,Central Region,Tanglin
ROYALGREEN,"2,964,780","1,076.40","2,754",15-Oct-21,2C ANAMALAI AVENUE #05-25,New Sale,Strata,100,"29,648",-,Condominium,1,Freehold,Uncompleted,N.A,279991,10,27,Central Region,Bukit Timah
ROYALGREEN,"3,036,456","1,076.40","2,821",15-Oct-21,2D ANAMALAI AVENUE #05-32,New Sale,Strata,100,"30,365",-,Condominium,1,Freehold,Uncompleted,N.A,279992,10,27,Central Region,Bukit Timah
NORMANTON PARK,"1,722,000",947.23,"1,818",15-Oct-21,59 NORMANTON PARK #13-69,New Sale,Strata,88,"19,568",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117285,5,11,Central Region,Queenstown
THE ANTARES,"1,337,000",882.65,"1,515",15-Oct-21,19 MATTAR ROAD #01-03,New Sale,Strata,82,"16,305",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387728,14,38,Central Region,Geylang
